ALDH1A1	ALDH1A1	NA
FYN	CD79B	0.9999999846
ADD2	ADD2	NA
FYN	ITPR1	0.0094721852
JAK2	FYN	1
PTPRC	FYN	1
FYN	CD5	0.9999999999
MCAM	FYN	0.8725121593
MAPT	FYN	0.2970130252
FYN	MAG	0.9505075755
NMT1	FYN	0.999999341
FYN	SNCA	0.1183327849
RAF1	FYN	0.2901811683
CALM1	ADD2	0.067324479
CSF1R	FYN	1
VAV1	FYN	1
FYN	CBL	1
PIK3R1	FYN	1
PLCG1	FYN	1
PLAUR	FYN	0.9999278849
PDGFRB	FYN	1
PECAM1	FYN	0.9999999946
CD36	FYN	0.9999551425
PTPN11	FYN	1
FYN	ADD2	0.8093628412
PTPN5	FYN	0.4682378421
PTPRA	FYN	0.9999513298
TYK2	FYN	1
EPHA8	FYN	0.9994432301
ZAP70	FYN	1
GNB2L1	FYN	1
FYN	PTPRF	0.9999999277
SOS1	FYN	1
ITK	FYN	0.9999999988
CD2	FYN	0.9999999995
PRKCD	ADD2	0.8093628412
THY1	FYN	0.9897649452
TUBA4A	FYN	1
WAS	FYN	1
SH2D1A	FYN	0.9999999846
FYN	TXK	0.999821217
SYK	FYN	1
FYN	PLCG2	1
TYRO3	FYN	0.9972811912
PRKCQ	FYN	0.9999870467
NTRK2	FYN	0.9999999945
PRKACA	ADD2	0.9984226969
FYN	SHC1	1
CASP3	FYN	4.92242904253558E-015
HNRNPK	FYN	0.9999893766
PTK2	FYN	1
FYN	CNN1	0.9897649452
PTK2B	FYN	1
FYN	GRB10	0.9999999382
EPHB3	FYN	0.9972811912
EPHA4	FYN	0.9999999966
FYN	CNN3	0.6029959478
DNASE1	ACTG1	0.9147521935
RPH3A	ADD2	0.6850398928
PLD2	FYN	1
KHDRBS1	FYN	1
PXN	FYN	1
TUBA3C	FYN	0.9491174449
TUBA1B	FYN	0.9996996147
NPHS1	FYN	0.9999972886
FYN	FYB	0.9999998409
DLG4	FYN	1
BCAR1	FYN	1
PIK3R2	FYN	1
ADORA1	ADA	0.3682856458
FYN	SLAMF1	0.9994432301
SOCS1	FYN	1
TRPC6	FYN	0.9999722246
UNC119	FYN	4.57262203802363E-007
CD2AP	FYN	1
FYN	TOM1L1	1
TRAT1	FYN	0.9999986149
SIT1	FYN	0.9999722246
SKAP1	FYN	0.9999722246
WASF1	FYN	0.9999999819
ADORA2A	ADA	0.9985927299
SKAP2	FYN	0.9972811912
TRPV4	FYN	0.9999998409
ADAM15	FYN	1
PAG1	FYN	1
WASF2	FYN	0.9999999963
QKI	PTBP2	0.8718114243
TNK2	FYN	0.9999999999
FLOT1	FYN	0.9491174449
GAB3	FYN	0.9999937972
SPN	FYN	0.9977208179
GRB2	ADA	0.9992961172
CNTN1	FYN	0.9491174449
FYN	ACP1	0.9999999618
CTNND2	FYN	0.9787529113
CD226	FYN	0.9628512586
GP6	FYN	0.9999722246
EVL	FYN	0.9999999999
FNBP4	FYN	0.8702290045
YTHDC1	FYN	0.9799019345
-	FYN	5.79647345113651E-018
SH2B2	FYN	1
DRD1	ADA	0.9975563441
DOK4	FYN	0.9999937972
DOK3	FYN	0.9999722246
QKI	PSMF1	0.9002142429
PICK1	CIC	0.9999999986
PICK1	SACS	0.5715998572
PICK1	APTX	0.727293958
PICK1	UBQLN4	1
GALR1	GAL	0.6579128387
GALR2	GAL	0.8683436721
GPR151	GAL	0.6579128387
NR3C1	ADA	0.067324479
LALBA	B4GALT1	0.9526221736
FUS	FUS	NA
YBX1	FUS	0.8466808722
RELA	FUS	0.8126863973
SPI1	FUS	0.8126863973
RXRA	FUS	0.8126863973
PTBP1	FUS	0.5075630634
SFRS2	FUS	0.0806662497
SF1	FUS	0.8781815073
GRIN2D	FUS	0.0650948802
DPP4	ADA	0.999296117
PRMT1	FUS	0.8126863973
PICK1	ATXN7L3	0.9999622371
SFRS13A	FUS	0.8463043198
THRA	FUS	0.8126863973
POLR2A	FUS	0.8126863973
SFRS4	FUS	0.8072767042
SRRM1	FUS	0.8466787072
GRIN1	FUS	0.0650948802
PSMF1	-	0.6516314735
ALDH5A1	ABAT	NA
ADORA2B	ADA	0.6881498962
PRKCD	GABRA1	0.7821730601
PRKCG	GABRA1	0.7283594469
GABRG2	GABRG2	NA
PRKCA	GABRG2	0.9747324531
GABARAP	GABRG2	0.8140130539
STX1A	SLC6A1	0.6801626016
MAGED1	-	0.9999999993
GGCX	PROC	0.9999967981
GGCX	F2	0.9999967982
GGCX	F7	0.9998544909
ATN1	ZMYND8	0.9844372618
GGCX	F10	0.9999967982
GGCX	F9	0.9990153171
DAZAP2	UBQLN4	1
CEP350	APTX	0.9557566957
FGFBP1	UBQLN4	0.4970049604
STX1A	ATP4B	0.6801626016
GIP	GIPR	NA
MEP1B	GAST	0.8601337512
ARL4C	UBQLN4	0.8695121951
MYH2	AMPD1	0.7569101277
SPI1	GATA2	0.9999287471
POU1F1	GATA2	0.9998194265
HDAC3	GATA2	0.9999287471
HDAC5	GATA2	0.7642032836
ZBTB16	GATA2	0.4848485283
ZFPM1	GATA2	0.8096608231
ZBTB32	GATA2	0.1063363582
GATA2	JUN	0.9999287471
STAM2	UBQLN4	0.9990509893
VCL	GSN	0.9974766332
ANXA5	ACTG1	0.2147510464
DRD1	ADORA1	0.0204431582
AR	GSN	0.2919320828
CASP3	GSN	0.2919320828
PTK2B	GSN	0.9974766332
PIK3CG	GSN	0.9974766327
VASP	GSN	0.4533052735
LIMK2	GSN	0.17566232
PXN	GSN	0.9974766332
BCAR1	GSN	0.9974766332
GNAZ	ADORA1	0.9213015727
VDAC1	GSN	0.2915690987
ACTN4	GSN	0.9974766328
CLIC5	GSN	0.9872674052
TNIK	GSN	0.0624740429
TNIP1	-	0.9250775902
S100A1	GFAP	0.9999680345
PRKCA	GFAP	0.4796135607
S100B	GFAP	0.9686175877
SRC	GFAP	0.4796135607
PRKACA	GFAP	0.9999999753
GNAO1	ADORA1	0.9653162196
ROCK1	GFAP	0.9427400106
CAMK2A	GFAP	0.4796135607
GLP1R	GCG	0.4564399575
GCGR	GCG	0.9039388817
MEP1A	GCG	0.7948850423
MEP1B	GCG	0.9746645469
GLP2R	GCG	0.5401729342
GNAS	GCGR	0.4626152691
NR3C1	NR3C1	NA
HSPA1A	NR3C1	6.01500426977062E-011
GNAS	ADORA1	0.9653162196
HSP90AA1	NR3C1	1
IDE	NR3C1	0.9126718041
IFNGR2	NR3C1	0.0989904882
TRIM22	CIC	0.9533692638
NFKB1	NR3C1	1
NFKB2	NR3C1	0.9999999964
RELA	NR3C1	1
NCL	NR3C1	0.9999998826
POU2F1	NR3C1	0.9999999999
POU2F2	NR3C1	0.7067652317
GNAI2	ADORA1	0.7344149509
ETS1	NR3C1	1
ETS2	NR3C1	0.9994835498
RAF1	NR3C1	1
JUN	NR3C1	1
PTMS	NR3C1	0.4626152691
POU1F1	NR3C1	0.9998906716
MAPK1	NR3C1	1
TXN	NR3C1	0.8136859825
CEBPB	NR3C1	1
TP53	NR3C1	0.0071716255
P2RY1	ADORA1	0.3037324866
MED14	NR3C1	0.9974740928
AR	NR3C1	1
SMARCA2	NR3C1	0.9999128126
TBP	NR3C1	1
CREBBP	NR3C1	1
KPNA2	NR3C1	1
NCOR2	NR3C1	1
NCOR1	NR3C1	1
PRKDC	NR3C1	0.6019804243
NR3C2	NR3C1	0.9996283771
GRM1	ADORA1	0.3671212282
MAPK8	NR3C1	1
SFN	NR3C1	2.4027425975757E-005
TSG101	NR3C1	0.9999999868
BAG1	NR3C1	0.9949039471
STAT5A	NR3C1	0.0136075241
SMARCB1	NR3C1	0.774806917
PRKACA	NR3C1	0.0348643534
SMARCC1	NR3C1	0.999295654
SMARCD1	NR3C1	0.2642066002
TRIM28	NR3C1	0.9999999996
EPB41L2	ADORA1	0.1573169761
SUMO1	NR3C1	1
DAP3	NR3C1	0.9841710008
TGFB1I1	NR3C1	0.0767049093
NRIP1	NR3C1	0.9999999994
NCOA1	NR3C1	1
HNRNPU	NR3C1	0.5939871649
SMAD3	NR3C1	9.7329331196754E-006
SMARCE1	NR3C1	0.9999483193
SMARCA4	NR3C1	0.9999999999
TRIM24	NR3C1	1
ATN1	STXBP4	0.9337101915
ONECUT1	NR3C1	0.9895391546
NXF1	UBQLN4	1
STAT5B	NR3C1	0.0098561411
PPARGC1A	NR3C1	1
NCOA6	NR3C1	1
RNF14	NR3C1	0.9852777467
PTGES3	NR3C1	0.9765409966
PBX1	NR3C1	0.9999998834
KDM5A	NR3C1	0.9841710008
UBE2I	NR3C1	1
DRD2	ADORA2A	0.7865659828
NCOA2	NR3C1	1
PELP1	NR3C1	0.9461588579
PRPF6	NR3C1	0.9945649469
ECD	NR3C1	0.6801626016
ZBTB16	NR3C1	0.0033276034
FKBP4	NR3C1	0.8971968566
DDX54	NR3C1	0.9895391546
PSMC3IP	NR3C1	0.9852777467
COPS6	NR3C1	0.0071716255
NR3C1	CALM1	1
FPR1	ACTG1	0.4970049604
ADORA2A	ADORA2A	NA
AGR2	UBQLN4	0.9673096608
RAI2	UBQLN4	0.9533692651
PFKFB2	GCK	0.9958035538
GCKR	GCK	0.9591874372
RNPS1	UBQLN4	0.5230892819
PDIA5	UBQLN4	0.8695121951
ERP29	UBQLN4	0.7560483826
YWHAQ	UBQLN4	2.08473772635952E-005
IMMT	UBQLN4	1
ADRM1	UBQLN1	1
ATN1	RCHY1	0.8140130539
CPSF6	UBQLN4	0.4791920717
GRIA1	HSPA5	0.1892962071
HLA-C	HSPA5	0.0001785148
PLA2G16	UBQLN4	0.9533692651
KRT8	HSPA5	0.5967130124
KRT18	HSPA5	0.9985461293
STMN1	HSPA5	0.9646938149
TNRC4	-	0.4970049604
CBX3	ATXN7L2	0.5977920544
KIFAP3	-	0.2840648526
PLG	ATP5B	0.3548405516
TRIM32	UBQLN4	0.9987030167
SCMH1	UBQLN4	0.9999970573
PRNP	HSPA5	0.0730950209
TRA@	HSPA5	0.3863586809
TG	HSPA5	0.4900677377
MAPKBP1	APTX	0.8344637576
TNRC6B	UBQLN4	0.8695121951
CIC	SETD2	0.9533692638
VWF	HSPA5	0.4527258275
CIC	PYCR2	0.7560483815
ATN1	GAPDH	0.2366512966
F8	HSPA5	0.3297176483
CASP7	HSPA5	0.0001785154
CIC	ZNRD1	0.4970049597
ERP29	HSPA5	0.8534435882
CIC	CENPJ	0.5693664523
CIC	GTPBP3	0.4321430846
CSTF2T	UBQLN4	0.9829760077
AGTPBP1	CBY1	0.8534313241
LCT	HSPA5	0.8534435882
AGTPBP1	CYCS	0.098987032
APOA1	ATP5B	0.7398177544
TSHR	HSPA5	0.1892962071
AGTPBP1	NYNRIN	0.9238078628
DPH1	HSPA5	0.8534435882
ZFPM2	UBQLN4	0.3757445122
EIF2AK3	HSPA5	0.9291941006
ERN1	HSPA5	0.9541439689
NOMO1	UBQLN4	0.9927040519
RBM9	-	0.9987379647
GCA	-	0.9919863368
PCSK7	HSPA5	0.9291941006
YWHAG	ATP5B	0.9815196068
KIAA1279	HBP1	0.9238661986
LDLR	HSPA5	0.4527258275
NOC2L	-	0.6573879413
SPAG8	UBQLN4	0.7560483826
HTR3A	HSPA5	0.8534435882
SACS	ZNRD1	0.9889316295
DNAJC10	HSPA5	0.8534435882
DNAJC1	HSPA5	0.7283594469
TCERG1	HSPA5	0.9623354748
TMEM132A	HSPA5	0.788425703
ATPAF2	ATP5B	0.9758255056
SIL1	HSPA5	0.8534435882
SACS	TSC22D4	0.9889498175
HAVCR1	UBQLN4	0.9829760077
DKK3	UBQLN4	0.8695121951
PCDH17	UBQLN4	0.8695121951
TRIB2	UBQLN4	0.8695121951
GAPDH	SLC2A1	0.2469888106
PTK2B	SLC2A1	0.3091158227
SUMO1	SLC2A1	0.5960844013
PDIA3	SLC2A1	0.5922105601
ATPAF1	ATP5B	0.9067485603
GIPC1	SLC2A1	0.3091158227
UBE2I	SLC2A1	0.5960844013
MDH2	GOT2	0.9997931163
HSPA8	GOT2	0.6216025854
GLUD1	GOT2	0.9827774843
SERTAD1	ATXN7L3	0.8699465915
KPNA2	SLC2A2	0.3146455849
PDX1	SLC2A2	0.7368618234
PRKACA	SLC2A2	0.9960045147
AKT2	SLC2A4	0.2702260311
ADCYAP1	ADCYAP1R1	0.8928308331
DAXX	SLC2A4	0.132648971
UBE2I	SLC2A4	0.000008161
EHD2	SLC2A4	0.4970049604
UBQLN2	UBQLN4	0.9999999998
SLC2A4	HADH	0.8695121951
FLNA	GRIK3	0.6029959478
GRIK5	GRIK3	0.2320923812
GRIK2	GRIK2	NA
GRIA1	GRIK2	0.9238634514
CASK	GRIK2	0.9999997729
FHL2	AK1	0.6801626013
DLG3	GRIK2	0.9999997729
GRIK4	GRIK2	0.776530989
GRIK5	GRIK2	0.7431890945
DLG1	GRIK2	0.9999997729
CTNND1	GRIK2	0.9999997726
SDCBP	GRIK2	0.9999997729
PRKAA1	GRIK2	0.5683098439
SLC34A1	MAST2	0.6177491711
LIN7B	GRIK2	0.9999970615
PICK1	GRIK2	0.6703121028
GSN	ACTG1	0.2202043697
C17orf65	SHBG	0.8695121951
GRIK1	GRIK1	NA
FLNA	GRIK1	0.9224807288
SDCBP	GRIK1	0.9224807288
DLG4	GRIK1	0.9224807288
HOMER1	GRIK1	0.8283356582
PICK1	GRIK1	0.4970049604
GRIA4	GRIA4	NA
GRIA1	GRIA4	0.9999990052
PRKCA	GRIA4	0.783341469
PRKCG	GRIA4	0.4182283403
ADCY1	ADCY2	0.9012059267
PRKACA	GRIA4	0.9999990063
CAMK2G	GRIA4	0.9996916384
SDCBP	GRIA4	0.783341469
EPB41L1	GRIA4	0.9913681041
CACNG2	GRIA4	0.9975446125
GRIA1	GRIA1	NA
CXCR2	GRIA1	0.4430975401
PRKCA	GRIA1	0.9238636613
GRIPAP1	GRIA1	0.7124646305
DLG1	GRIA1	0.9238636613
GNAS	ADCY2	0.3146455849
PRKACA	GRIA1	0.9999999989
CAMK2G	GRIA1	0.9996926307
SDCBP	GRIA1	0.9238636612
EPB41L1	GRIA1	0.9913690881
CACNG2	GRIA1	0.9975456026
EPB41L2	GRIA1	0.7124646305
HOMER1	GRIA1	0.9999999989
TRPC1	GRIA1	0.9890848465
PICK1	GRIA1	0.6192771341
TANC1	GRIA1	0.9238516754
ADCY5	ADCY2	0.4454739391
GRIN2B	GRIN2B	NA
PIK3CA	GRIN2B	0.999999176
PRKCA	GRIN2B	1
PRKCB	GRIN2B	1
PRKCG	GRIN2B	0.6169618389
GNB2L1	GRIN2B	1
SRC	GRIN2B	1
SLC34A1	FHL2	0.331652361
PARK2	GRIN2B	0.9999999647
SLC34A1	YIF1A	0.9936659591
GNAI2	ADCY1	0.9988643342
IL16	GRIN2B	0.3913433283
INADL	GRIN2B	1
LIN7A	GRIN2B	0.9999513298
DLG2	GRIN2B	1
TCHP	KRT8	0.8119692596
GRIN3A	GRIN2B	0.9897649452
LIN7B	GRIN2B	0.9999972886
MAGI3	GRIN2B	0.999999341
TCHP	KRT18	1
EXOC4	GRIN2B	0.8702290045
ARF1	PLIN2	0.7560483826
-	GRIN2B	0.0064984665
CAMK2N1	GRIN2B	0.7765311653
GRIN1	GRIN2B	1
SYNGAP1	GRIN2B	0.9999998409
TANC1	GRIN2B	0.9999870264
UBQLN1	-	1
GRIN2B	PLCG1	1
GRIN2A	GRIN2A	NA
PTPN4	GRIN2A	0.3685450583
PRKCA	GRIN2A	1
CHRM3	ARF1	0.3267051327
SRC	GRIN2A	1
DLG3	GRIN2A	1
GPRASP2	CALCR	0.7571216828
PTK2B	GRIN2A	1
GPRASP2	HTR7	0.5226605952
IL16	GRIN2A	0.3913433283
INADL	GRIN2A	1
DLG2	GRIN2A	1
CAMK2A	GRIN2A	1
GRIN2A	DLGAP1	0.9999964859
KDELR1	ARF1	0.9533692651
GRIN3A	GRIN2A	0.9897649452
GRIN3B	GRIN2A	0.9500663828
CAMK2B	GRIN2A	0.9925102313
-	GRIN2A	0.0302943619
UBQLN1	UBQLN4	1
GRIN2A	GRIN1	1
GRIN2A	PLCG1	1
DLG3	GRIN2C	0.9897649452
DLG4	GRIN2C	0.9897649452
IL16	GRIN2C	0.1455134892
NPM1	ARF1	0.0348440438
INADL	GRIN2C	0.9897649452
DLGAP1	GRIN2C	0.989761467
SNTA1	GLS	0.4682378414
TAX1BP3	GLS	0.6680302887
DYNLL1	GLUL	0.8699794445
UBQLN1	GKAP1	0.9819113169
PRKCA	GFPT1	0.7765311653
HSP90AA1	EPRS	0.5016963267
UBQLN1	RASSF5	0.1623476498
EFEMP2	UBQLN4	1
RALA	ARF1	0.040076845
IARS	EPRS	0.4852846271
AIMP2	EPRS	0.6963386097
ZNF639	APTX	0.9134846849
CEND1	UBQLN4	0.8695121951
PLUNC	UBQLN4	0.8695121951
ZDHHC3	UBQLN4	0.5715998572
WAC	UBQLN4	0.7560483826
HSFX1	-	0.9829760077
RNF138	PCBP4	0.9997019212
CYB5R1	UBQLN4	0.7560483826
CHRNE	CHRNA1	0.7745957182
LSP1	ACTG1	0.9533692651
CYTH1	ARF1	0.3757445122
OCM2	GSR	0.8547096262
LTC4S	MGST1	NA
GSTM2	GSTM1	0.9662418317
MAP3K5	GSTM1	0.9829760077
GSTM3	GSTM2	0.8547096262
GAPDH	GAPDH	NA
HTT	GAPDH	0.0412506852
SYT17	APTX	0.999983445
PCBP3	PTBP2	0.7499896654
BPGM	GAPDH	0.8695121951
AP1B1	ARF1	0.3630483117
PRKCI	GAPDH	0.8106407658
PGK1	GAPDH	0.5715998572
AR	GAPDH	1.95356217721184E-005
-	RBM24	0.8695121951
ATXN1	GAPDH	1
DYNLL1	GAPDH	1
-	PCBP4	0.5715998572
PLD2	GAPDH	0.1440364104
-	DMRTB1	0.2469888106
-	LZTS2	0.9683232918
COPB1	ARF1	0.9999999998
GRM1	GAPDH	0.2147510464
-	RHOXF2	1
EPDR1	UBQLN4	0.8695121951
PDIA2	GAPDH	0.7560483826
APTX	CNTROB	0.9134846849
APTX	CALCOCO1	0.2972039068
MDH1	GPD1	0.7431774207
APTX	TSPYL2	0.973946824
UBR7	UBQLN4	0.8695121951
CFP	CFB	0.8289444712
AP4M1	ARF1	0.3267051327
KLHL26	UBQLN4	0.7560483826
GYG2	GYS1	0.9986083389
PRKACA	GYS1	0.9999737324
GSK3B	GYS1	0.9999737324
MAPKAPK5	GYS1	0.3783266769
SERPINE1	ORM1	0.4283746729
CCR5	ORM1	0.4682378421
FAM48A	UBQLN4	0.9533692651
CRISP3	A1BG	NA
INSR	AHSG	0.3635927694
PLD1	ARF1	0.5052830384
RRAS2	AHSG	0.9251724874
FBXO2	AHSG	0.1623321922
PRPF40A	UBQLN4	1
ANXA2	APOH	0.8093628251
PLG	APOH	0.9943908766
F12	APOH	0.9943905004
LRP2	APOH	0.8093628412
LRP8	APOH	0.8088384413
GP9	GP1BB	0.9237303337
PLD2	ARF1	0.004684671
YWHAZ	GP1BB	0.6573879413
PRKACA	GP1BB	0.9960045147
GLO1	GLO1	NA
EAPP	UBQLN4	0.997779379
C19orf10	UBQLN4	0.9829760077
GNRHR	GNRHR	NA
RGS10	GNRHR	0.9733337113
GNRH1	GNRHR	0.9261695419
HSPG2	GRN	0.9999902707
CYTH2	ARF1	0.004684671
DLK1	GRN	0.9134907665
CCNT1	GRN	0.0066609155
TOP3B	GRN	0.9915150098
CDK9	GRN	0.1623476497
CSF2	CSF2	NA
CSF2RB	CSF2	0.9998756379
SDC2	CSF2	0.9998755689
KITLG	CSF2	0.9998694358
CSF2RA	CSF2	0.9829933777
IL3RA	CSF2	0.9997512912
MDM4	ARF1	0.3772741917
PRG2	CSF2	0.5131634243
CXCR2	CXCL6	0.9988643342
CXCR1	CXCL6	0.9988643342
UBQLN4	DTX2	0.9999999925
CSF3R	CSF3R	NA
HCK	CSF3R	0.9999999995
JAK1	CSF3R	0.9999999995
JAK2	CSF3R	0.9999999995
LYN	CSF3R	0.9999999995
PTPN11	CSF3R	0.9999999995
PIP5K1A	ARF1	0.2469888106
SYK	CSF3R	0.9999999995
SHC1	CSF3R	0.9999999995
FOS	CEBPG	0.9999128126
CEBPB	CEBPG	0.9999128126
GTF2F2	CEBPG	0.9999128126
ATF5	CEBPG	0.9125922307
ATF4	CEBPG	0.9999119213
UBQLN4	C1QTNF1	0.997779379
UBQLN4	ERP27	0.7560483826
IL3	CSF2RB	0.9994432301
AP3B1	ARF1	0.2840648526
JAK1	CSF2RB	1
JAK2	CSF2RB	1
IL5RA	CSF2RB	0.9972811912
LYN	CSF2RB	1
PTPN11	CSF2RB	1
PTPN6	CSF2RB	1
GNB2L1	CSF2RB	1
CSF2RA	CSF2RB	0.9831156401
SHC1	CSF2RB	1
YWHAZ	CSF2RB	0.0263386371
RERE	ZMYND8	0.9844372618
AP1G1	ARF1	0.1067084535
MAD2L1	CSF2RB	0.1196299833
CXCR2	CXCL2	0.9966694564
CXCR1	CXCL2	0.9966694564
PLG	CXCL2	0.6780702236
CXCR2	CXCL3	0.9988643342
CXCR1	CXCL3	0.9988643342
GNG13	GNB3	0.9989224668
NR4A1	NR4A1	NA
BCL2	NR4A1	0.9999999965
ASAP2	ARF1	0.2469888106
AKT1	NR4A1	0.9999999965
MAPK1	NR4A1	0.9999999965
RXRG	NR4A1	0.9999999963
NCOR2	NR4A1	0.9999999965
NCOA3	NR4A1	0.9999999965
NCOA1	NR4A1	0.9999999965
EP300	NR4A1	0.9999999965
MED1	NR4A1	0.9999999965
KAT2B	NR4A1	0.9999999965
NCOA2	NR4A1	0.9999999965
COPE	ARF1	0.9999622371
RASA1	RASA1	NA
HCK	RASA1	1
HTT	RASA1	0.0003064956
IGF1R	RASA1	1
INSR	RASA1	1
PTPRC	RASA1	1
CD5	RASA1	0.9999999999
LCK	RASA1	1
CSF1R	RASA1	1
YES1	RASA1	1
AP4E1	ARF1	0.9829760077
PIK3R1	RASA1	1
PDGFRB	RASA1	1
ZAP70	RASA1	1
GNB2L1	RASA1	1
RAB5A	RASA1	0.0280645664
RAP1A	RASA1	0.0002362946
HRAS	RASA1	1
FES	RASA1	1
SRC	RASA1	1
SYN1	RASA1	0.9997330223
AP3D1	ARF1	0.3267051327
NCK1	RASA1	1
SLC9A2	RASA1	0.9992961172
CASP3	RASA1	4.08799538267181E-011
EPHB2	RASA1	1
STAU1	RASA1	0.0075954681
CASP7	RASA1	0.0010888258
EPHB3	RASA1	0.9972811912
WWP1	RASA1	0.0063464961
WWP2	RASA1	0.003825717
KHDRBS1	RASA1	1
ARFGAP1	ARF1	0.3757445122
PXN	RASA1	1
MAGI1	RASA1	0.3155707888
PDE6D	RASA1	0.9999999804
ARHGAP5	RASA1	0.9831156401
ARHGAP1	RASA1	0.9999997398
DOK1	RASA1	1
BIRC5	RASA1	0.0289678433
SOCS3	RASA1	1
MAP4K4	RASA1	0.9689373308
AURKB	RASA1	0.0135593961
ARF1	ARHGAP21	0.6573879413
DOK2	RASA1	0.9999998409
PAG1	RASA1	1
G3BP1	RASA1	0.8725121593
DNAJA3	RASA1	0.5049578162
DOK4	RASA1	0.9999937972
GNAZ	GNAZ	NA
NMT1	GNAZ	0.1457291626
OPRD1	GNAZ	0.7904320545
PRKCD	GNAZ	0.1457292586
ARFIP2	ARF1	0.3267051327
EYA1	GNAZ	0.9894685704
RGS7	GNAZ	0.809558661
RGS10	GNAZ	0.9181935817
RGS19	GNAZ	0.9516770831
RGS20	GNAZ	0.917254467
EYA2	GNAZ	0.9894683224
DLK1	GAS1	0.3509189576
BIRC2	GAS1	0.6573879397
MLNR	GHRHR	0.9921550494
GHRL	GHRHR	0.9999495984
ARFIP1	ARF1	0.9533692651
GHRH	GHRHR	0.9629866919
LRP2	GC	0.8802239833
CUBN	GC	0.8374309163
GHR	GH2	0.7765311653
PRLR	GH1	0.7765311204
UBQLN4	-	1
GSPT1	GSPT1	NA
XIAP	GSPT1	0.3547453724
ETF1	GSPT1	0.9904987942
GGA2	ARF1	0.9999997923
BIRC2	GSPT1	0.998500438
BIRC3	GSPT1	0.9984469267
PABPC1	GSPT1	0.530488512
UBQLN4	ZG16B	0.8695121951
GNAI1	GNAI1	NA
GNAO1	GNAI1	1
IGF1R	GNAI1	7.10590429998673E-006
OPRD1	GNAI1	0.8281944862
HTR2A	GNAI1	0.1956590818
SSTR2	GNAI1	0.2180832817
RERE	EFEMP2	0.9758101105
COPG	ARF1	1
SSTR3	GNAI1	0.2140019772
VIPR1	GNAI1	0.9988543375
GPR143	GNAI1	0.8977099342
OPRM1	GNAI1	0.9461588579
GPR1	GNAI1	0.3146455849
CD47	GNAI1	0.0144024299
S1PR3	GNAI1	0.9005328667
S1PR1	GNAI1	0.9620597462
RGS12	GNAI1	0.0964121554
RGS14	GNAI1	0.5016963267
GGA3	ARF1	0.9997218307
RGS16	GNAI1	0.8482348552
RGS4	GNAI1	0.9845550882
RGS7	GNAI1	0.8482348552
PDE6D	GNAI1	0.0016652942
RGS10	GNAI1	0.9620597462
FFAR1	GNAI1	0.8977099342
RGS19	GNAI1	0.9971429024
S1PR2	GNAI1	0.7585546373
S1PR5	GNAI1	0.7585546373
NGB	GNAI1	0.9852777467
PLEKHA8	ARF1	0.8695121951
HRH4	GNAI1	0.9005328667
RGS18	GNAI1	0.9005328667
CRHR1	GNAI1	0.9998906716
RASD1	GNAI1	0.3783398863
ADCY5	GNAI1	0.288986543
KLHL3	GNAI1	0.9610757659
RIC8A	GNAI1	0.6697069675
GPSM3	GNAI1	0.3146455849
STRN	GNAI1	0.9252076551
UBQLN4	SMCR7	0.9147521935
TMED10	ARF1	0.8699794445
GNAO1	GNAO1	NA
OPRD1	GNAO1	0.8281944862
OPRM1	GNAO1	0.9461588579
CACNA1B	GNAO1	0.9252076551
NUCB1	GNAO1	0.9841710008
UBQLN4	ITPRIPL1	0.8695121951
RGS14	GNAO1	0.5016963267
RGS16	GNAO1	0.8482348552
RGS4	GNAO1	0.9845550882
RGS7	GNAO1	0.8482348552
GGA1	ARF1	0.9999999214
RGS5	GNAO1	0.9005328667
FFAR2	GNAO1	0.8977099342
RGS19	GNAO1	0.9971429024
S1PR5	GNAO1	0.7585546373
NGB	GNAO1	0.9852777467
HRH4	GNAO1	0.9005328667
GPSM2	GNAO1	0.9620597462
CRHR1	GNAO1	0.9998906716
SCN8A	GNAO1	0.9672875826
KLHL3	GNAO1	0.9610757659
TMED2	ARF1	0.9927040519
RIC8A	GNAO1	0.6697069675
UBQLN4	CCDC107	0.8695121951
UBQLN4	ANKRD13D	0.8695121951
UBQLN4	NOTCH2NL	0.7560483826
HTR2A	GNA11	0.999903323
TBXA2R	GNA11	0.8342948194
MTNR1A	GNA11	0.0248177664
HTR2B	GNA11	0.6029958109
RGS3	GNA11	0.9942965523
EDNRB	GNA11	0.9513836728
AP1B1	ARF5	0.5224845647
PTGIR	GNA11	0.9747322317
TRPC3	GNA11	0.999999772
UBQLN4	NOMO3	0.9829760077
CXCR2	GNA15	0.4796135607
CXCR1	GNA15	0.2140416265
OPRD1	GNA15	0.9677108427
OPRK1	GNA15	0.9975075731
PRKCA	GNA15	1
F2R	GNA15	0.6157274319
OPRM1	GNA15	0.7289338996
PIP5K1A	ARF5	0.0867593223
RGS2	GNA15	0.9999999985
LTB4R	GNA15	0.9500663828
CNR2	GNA15	0.7765311653
HRH4	GNA15	0.3635927694
TTC1	GNA15	0.4365732461
UBQLN4	UBQLN4	NA
UBQLN4	PMEPA1	0.7560483826
GNAS	GNAS	NA
LHCGR	GNAS	0.1207986221
VIPR1	GNAS	0.9988543375
ASAP2	ARF5	0.6885110365
AVPR2	GNAS	0.4878150014
ADCY6	GNAS	0.616576408
RGS2	GNAS	0.0027536108
HTR6	GNAS	0.7585546373
CAV3	GNAS	0.0144024299
